News_Data,Labelling
"‘Aku hampir mati perjuangkan tanah ini, sekarang tidak akan takut' – Perempuan Desa Ria-Ria melawan di Food Estate Sumatra Utara",Negative
,
"Deflasi lima bulan berturut-turut, tanda 'masyarakat kelas pekerja sudah tidak punya uang lagi untuk berbelanja'",Negative
,
"Video,
Pembantaian massal 1965-1966 dan kuburan-kuburan tanpa nama di Bali
, Durasi 17,40",Neutral
,
"Pengakuan anak-anak 'algojo' pembantaian 1965-1966 di Bali – ‘Bapak membunuh pentolan komunis, tapi adiknya dibantai karena dukung PKI’",Neutral
,
Kekerasan seksual jadi tontonan pelajar di ruang kelas SD di Demak – ‘Mereka hanya mencontoh orang dewasa’,Negative
,
Hantu-hantu 'Toko Wong' dan pembantaian massal 1965-1966 di Bali – 'Ratusan orang ditembak senapan mesin',Neutral
,
"Tarian Genjer-Genjer kembali ditampilkan – ‘Saya mengenalkan Genjer-Genjer bukan pada politik, tapi seni yang sebenarnya’",Negative
,
Kronologi dan pola pembubaran diskusi Forum Tanah Air di Kemang,Neutral
,
"Penghapusan nama Soeharto dari TAP MPR dan wacana gelar pahlawan nasional, penyintas HAM berat: ‘Itu sebuah penghinaan. Dia bukan pahlawan tapi penjahat’",Neutral
,
"Polemik kerja paruh waktu ITB bagi penerima beasiswa keringanan UKT – 'Kami masih waswas, kami akan mengawal kebijakan ini sampai tuntas'",Neutral
,
"Diguncang skandal guru besar, Universitas Lambung Mangkurat dijatuhi sanksi penurunan akreditasi",Negative
,
Pro-kontra rencana kemasan rokok standar – Mengapa kebijakan ini memicu setumpuk penolakan?,Neutral
,
Dugaan asusila guru terhadap murid di Gorontalo – ‘Dunia pendidikan sedang darurat kekerasan seksual’,Negative
,
‘Kau harus jadi saksi hidup kami’ – Cerita di balik hari-hari jelang pembebasan Philip Mehrtens,Neutral
,
"Tim forensik sebut Afif Maulana meninggal karena jatuh dari ketinggian, bukan dianiaya – ‘Dokter tidak menyampaikan secara utuh apa yang terjadi pada tubuh anak saya’",Negative
,
Putusan Mahkamah Konstitusi: 'Ayah atau ibu kandung yang mengambil paksa anak bisa dijerat Pasal 330 ayat 1 KUHP' – Polisi diminta tidak ragu ambil tindakan,Neutral
,
DPR kaji penambahan jumlah komisi demi imbangi ‘kabinet gemuk’ Prabowo-Gibran – Memperkuat pengawasan atau bagi-bagi kursi pimpinan?,Neutral
,
"Belanda pulangkan benda bersejarah Kerajaan Singasari dan Kerajaan Badung Bali – 'Kami ingin artefak itu dipulangkan ke tempat asal, bukan di Jakarta'",Positive
,
"Penantian panjang keluarga korban Peristiwa 65 di Palu – ‘Ayah dituduh PKI, langsung ditangkap dan dipenjara’",Neutral
,
"Video,
G30S: Sandur, seni tradisional yang distigma PKI kini bangkit setelah sempat terkubur
, Durasi 16,20",Negative
,
"Kasus pembunuhan anak lima tahun di Lebak, berawal dari pesan ancaman yang jadi kenyataan – Bagaimana kronologi dan apa motifnya?",Negative
,
Empat orang tewas tertabrak kereta api di Karawang – Salah siapa dan apa solusinya?,Negative
,
"Seni tradisional Sandur yang distigma PKI, tapi dirindukan dan diperjuangkan – ‘Melihat Sandur, ya melihat diri kita’",Neutral
,
Pilot Susi Air Phillip Mehrtens dibebaskan setelah 18 bulan ditahan sayap militer OPM - 'Saya keluar dengan kondisi aman dan sehat',Positive
,
Program Makan Bergizi Gratis Prabowo – Apa itu susu ikan dan mengapa memicu polemik?,Neutral
,
"Kesaksian WNI jadi korban perdagangan orang, bertahan hidup sebagai penipu di zona konflik Myanmar – ‘Penyiksaan sudah seperti pertunjukan’",Negative
,
Dugaan gratifikasi Kaesang ‘seharusnya bisa digunakan KPK untuk usut keluarga Jokowi’,Negative
,
DPR sahkan RUU Kementerian Negara menjadi UU — buka jalan bagi ‘kabinet jumbo’ Prabowo,Neutral
,
"Tupperware ajukan kebangkrutan, ibu-ibu di Indonesia mengenang masa kejayaannya – ‘Suami sampai trauma dimarahi karena menghilangkan kotak makan’",Negative
,
Laporan Human Rights Watch: Diskriminasi dan pelanggaran rasialis terhadap orang Papua 'lebih banyak dan sangat kelihatan' di rezim Jokowi,Negative
,
Di balik dualisme kepemimpinan ketua umum Kadin - Mengapa bernuansa politis?,Neutral
,
"TPNPB ajukan proposal pembebasan pilot Selandia Baru – ‘Bila Jakarta tidak merespons, Jakarta yang bertanggung jawab’",Neutral
,
Topan Yagi tewaskan lebih dari 200 orang di Myanmar dan ratusan lainnya di Vietnam,Negative
,
"Jokowi dinilai 'gagal' atasi karhutla, bagaimana era Prabowo-Gibran nanti?",Negative
,
Bagaimana hubungan Prabowo-Gibran-Jokowi setelah polemik akun Fufufafa meluas?,Neutral
,
Pemerintah didesak cabut aturan yang membuka keran ekspor pasir laut,Positive
,
"Menteri LHK terbitkan aturan yang larang pejuang lingkungan dipidana, akankah menghentikan kriminalisasi?",Positive
,
"Video,
Kelas menengah kian terimpit beban ekonomi
, Durasi 5,06",Negative
,
"'Mungkin ini PON terparah' - Atlet pilek akibat debu, jalan berlumpur, hingga makanan basi",Negative
,
"Gelombang PHK diperkirakan tembus 70.000 pekerja, serikat buruh bertanya 'Mana lapangan pekerjaan yang dijanjikan pemerintah?'",Negative
,
Seberapa mungkin kotak kosong kalahkan calon tunggal?,Neutral
,
"‘Pencabutan’ Tap MPRS 33/1967 menjadi tonggak penting pemulihan nama baik Sukarno, tetapi apa yang masih perlu diluruskan?",Neutral
,
"Nasib jadi kelas menengah di Indonesia – Banting tulang, makan tabungan, dan penuh kekhawatiran",Negative
,
"Video,
Pilkada 2024: Apa itu kotak kosong?
, Durasi 3,34",Neutral
,
Cara jitu dan ramah lingkungan membasmi hama tikus: 'Burung hantu' jadi 'penjaga' sawah,Positive
,
"Polemik wacana anggaran pendidikan berbasis pendapatan negara, apa saja yang perlu kita ketahui?",Neutral
,
Iuran pensiun tambahan wajib akan potong upah pekerja – Apa bedanya dengan iuran BPJS-TK?,Neutral
,
"Repetisi ‘brutalitas polisi’ dalam demonstrasi revisi UU Pilkada, mengapa terus berulang?",Negative
,
Warga Rempang peringati satu tahun insiden penggusuran paksa – ‘Kami menolak relokasi sampai mati’,Negative
,
E-meterai pada seleksi CPNS – ‘Tampak sekali yang dipentingkan adalah pemasukan negara’,Neutral
,
"Jelang kedatangan Paus Fransiskus, pemerintah Timor Leste gusur rumah-rumah",Negative
,
Mantan wali kota di Filipina yang dituduh mata-mata China akan ditukar dengan bandar narkoba buron BNN?,Negative
,
"Paus Fransiskus akan ke Timor Leste, imigrasi prediksi 1.000 WNI lintasi perbatasan",Neutral
,
Paralimpiade 2024: Indonesia tambah satu medali perak dari boccia,Neutral
,
Anies ingin bentuk partai politik usai gagal maju Pilkada 2024 – Apa syarat pendirian parpol dan modal apa yang dibutuhkan?,Neutral
,
"Munir dibunuh 20 tahun lalu, putrinya tagih janji pemerintah – ‘Berikan keadilan bagi bapak saya’",Neutral
,
"Video,
Paus Fransiskus terharu dengar pidato pemuda Indonesia: 'Saya terkesan, Anda bicara tulus dari hati'
, Durasi 2,26",Positive
,
Mengapa ritual 'Jalan Salib' dipilih orang-orang Papua untuk menarik perhatian Paus Fransiskus soal Papua?,Neutral
,
Cerita di balik kursi yang digunakan Paus Fransiskus di Gereja Katedral Jakarta – ‘Kerukunan antar umat kita simbolkan dalam pembuatan kursi Paus’,Positive
,
"Video,
Paus Fransiskus: Indonesia jadi bagian upaya memecah ketegangan antara Kristen dan Islam
, Durasi 4,42",Neutral
,
Mengungkap jejak digital tiga cagub Jakarta – Dari candaan seksis hingga teori konspirasi,Neutral
,
Gaduh soal rencana penetapan tarif KRL berbasis NIK - Bagaimana mekanismenya dan mengapa dinilai tak tepat sasaran?,Neutral
,
Persaingan tiga perempuan Nahdliyin di Pilkada Jawa Timur – Apakah Risma dan Luluk akan ‘gerogoti‘ suara Khofifah?,Neutral
,
Kotak kosong dalam Pilkada 2024 terbanyak dalam sejarah – Bagaimana jika kotak kosong yang menang?,Negative
,
"Presiden Jokowi dua kali anulir pembatasan pembelian BBM subsidi, apa sebabnya?",Negative
,
"Anies batal maju Pilkada 2024, akan beralih ke siapa suara pendukungnya di Jakarta?",Neutral
,
Tiga kandidat yang didukung Gibran gugur dari pencalonan Pilkada 2024 – Apakah koalisi gemuk KIM Plus tercerai berai?,Neutral
,
Dharma Pongrekun - Kun Wardana daftar Pilgub Jakarta melalui jalur independen,Neutral
,
Ada 'faktor Prabowo-Jokowi' di balik keputusan Megawati menolak Anies-Ahok di Pilgub Jakarta?,Negative
,
"Koalisi ‘gemuk’ resmi usung Ridwan Kamil-Suswono di Pilgub Jakarta, kans Anies 'pupus'",Neutral
,
Gaya hidup menantu dan anak Presiden Jokowi disorot warganet – Mengapa KPK dituntut menyelidiki kemungkinan adanya dugaan gratifikasi?,Negative
,
"PDI Perjuangan resmi usung Pramono Anung-Rano Karno di Pilgub Jakarta, bagaimana nasib Anies Baswedan?",Neutral
,
Golkar 'balik arah' dukung pencalonan Airin di Banten – Apa dampaknya bagi Koalisi Indonesia Maju?,Neutral
,
DPR dan KPU sepakat jalankan putusan MK soal ambang batas parlemen dan syarat batas usia calon kepala daerah,Neutral
,
"Siapa Marie Antoinette, permaisuri Prancis yang dibandingkan dengan Erina Gudono?",Neutral
,
"Kesaksian keluarga demonstran tolak RUU Pilkada yang jadi korban kekerasan aparat - 'Anak saya melawan ketidakadilan, kenapa diperlakukan seperti binatang?'",Negative
,
Pengadilan mengabulkan sebagian gugatan class action kasus gagal ginjal akut - 'Buat kami itu enggak adil',Negative
,
Apakah Anies Baswedan akan diusung PDI Perjuangan pada Pilgub Jakarta?,Neutral
,
Thailand umumkan kasus Mpox mematikan pertama di Asia - Apa gejala dan bagaimana penyebarannya?,Negative
,
Mengapa Garuda Pancasila digunakan dalam 'peringatan darurat Indonesia' dan demonstrasi di DPR?,Neutral
,
"Bahlil jadi Ketua Umum Partai Golkar, ingatkan ‘jangan main-main dengan Raja Jawa’",Negative
,
"Video,
Gempa megathrust ancam Indonesia, apa yang harus kita lakukan?
, Durasi 5,05",Negative
,
Mengapa kasus dugaan kekerasan seksual sulit diproses hukum dan berujung pada penghakiman di media sosial?,Negative
,
Belasan aktivis yang membentangkan spanduk raksasa 'Indonesia is not for sale' dibawa ke kantor polisi - bagaimana status mereka sekarang?,Negative
,
HUT RI ke-79: Potret perayaan kemerdekaan dan pengibaran bendera Merah Putih di IKN dan seluruh negeri,Neutral
,
Dokter PPDS Undip diduga bunuh diri karena perundungan dan beban kerja yang berat,Negative
,
"Kontroversi di balik 'aturan lepas jilbab' Paskibraka - 'Tidak cukup minta maaf, perlu ditelusuri kenapa bisa terjadi'",Negative
,
"Video,
Dari Istana Garuda ke rumah warga: Hidup di tengah pembangunan Ibu Kota Nusantara
, Durasi 16,45",Neutral
,
Bagaimana rasanya hidup di sekitar kemegahan megaproyek IKN?,Neutral
,
"Sorbatua Siallagan, kakek yang dituduh ‘menduduki’ hutan konsesi Toba Pulp Lestari divonis dua tahun penjara dan denda Rp1 miliar",Negative
,
"MK akan banding atas putusan PTUN soal gugatan Anwar Usman, pakar hukum sebut 'PTUN tidak berhak campuri internal MK'",Neutral
,
Mengapa mundurnya Airlangga sebagai ketum Golkar memicu spekulasi Jokowi bakal menguasai partai beringin?,Neutral
,
Keluarga korban penculikan 97-98 diklaim diberi ‘uang Rp1 miliar’ oleh petinggi Gerindra - ‘Upaya sistematis menutup pertanggungjawaban Prabowo’,Neutral
,
"Kemenpora diminta tak lagi bergantung pada tim bulu tangkis meraih medali emas di Olimpiade 2028, fokus pada 'bintang baru'",Positive
,
Penerima beasiswa Kemendikbud di Inggris hadapi masalah finansial akibat uang beasiswa terlambat – Buntut peretasan data atau kesalahan tata kelola?,Negative
,
"Ekshumasi Afif Maulana di Padang, mengapa jenazah diautopsi ulang?",Negative
,
"Kisah George Harliono, pianis muda Inggris berdarah Indonesia - ‘Memainkan lagu Indonesia di atas panggung sangat emosional bagi saya’",Positive
,
Sejauh mana kematian pilot helikopter Selandia Baru Glen Malcolm Conning memengaruhi pembebasan pilot Susi Air?,Negative
,
"Anggaran upacara HUT RI di IKN 'membengkak' dikritik pengamat dan sebagian masyarakat - 'Demi pertaruhan politik Jokowi, walaupun korbankan anggaran'",Negative
,
"Nasib sekolah yang ditinggal murid-muridnya hingga krisis air bersih di pedalaman Asmat Papua - 'Masyarakat adalah subyek, bukan obyek'",Negative
,
"Kerusuhan pecah di sejumlah kota, komunitas minoritas dan Muslim menjadi sasaran, ada apa dengan Inggris?",Negative
,
Konflik PBNU dan PKB membuat Nahdliyin di daerah 'bingung dan gelisah' - Apa akar masalah dan bagaimana jalan tengahnya?,Negative
,
Satu WNI tewas dalam kebakaran hotel akibat kerusuhan Bangladesh – Bagaimana kesaksian para WNI lainnya?,Negative
,
Pemberitahuan Privasi Komunitas dan Channel WhatsApp BBC,Neutral
,
Cerita bidan Mama Sina berjibaku sendirian melayani kesehatan di pedalaman Asmat Papua - 'Kami butuh puskesmas di kampung ini',Negative
,
"Pilot helikopter asal Selandia Baru dibunuh di Papua, kata polisi",Negative
,
Pasal 'penyediaan alat kontrasepsi bagi usia sekolah dan remaja' dalam PP Kesehatan menuai polemik,Negative
,
Mengapa gizi buruk masih menghantui Asmat? - Cerita dari kampung terpencil di pedalaman Papua Selatan,Neutral
,
Dugaan penganiayaan anak di daycare Depok memicu perdebatan tentang pekerja perempuan,Negative
,
TPNPB-OPM mengeklaim segera bebaskan pilot Susi Air - Mengapa pembebasan Philip Mehrtens menghadapi kerumitan?,Neutral
,
Misteri kerangka ibu dan anak di Bandung - Kapan waktu kematian korban dan mengapa tidak tercium bau dari dalam rumah?,Negative
,
Kronologi kasus dugaan kekerasan seksual terhadap 43 santri di Agam - Korban mengalami ‘trauma mendalam’ dan stigma,Negative
,
Cerita WNI di Lebanon yang menempuh studi di tengah eskalasi konflik Hizbullah dan Israel,Neutral
,
"Video,
Masyarakat adat O'Hongana Manyawa kian terjepit tambang nikel
, Durasi 6,39",Neutral
,
Nasib masyarakat adat O'Hongana Manyawa di sekitar rantai pasok Tesla di Halmahera,Neutral
,
"‘Saya sudah habis-habisan, terkatung-katung’ – Nasib calon pekerja pemetik buah musiman Indonesia yang tak kunjung diberangkatkan ke Inggris",Negative
,
Terdakwa kasus penyiksaan ‘keji’ terhadap Meriance Kabu di Malaysia 'penuhi unsur kejahatan perdagangan orang' - Apa maknanya bagi perlindungan PMI?,Negative
,
MK tolak gugatan diskriminasi dalam lowongan kerja - Kesaksian dua pemuda yang menganggur gara-gara batasan usia di lowongan kerja,Neutral
,
"Muhammadiyah terima tawaran Presiden Jokowi kelola konsesi tambang - 'Klaim Muhammadiyah akan mengelola tambang yang ramah lingkungan omong kosong,' kata pegiat",Neutral
,
Tiga foto asal Indonesia meraih Penghargaan Foto Mangrove,Positive
,
"Jutaan orang meninggal dunia tiap tahun akibat hepatitis, bagaimana cara mencegahnya?",Negative
,
Apakah Golden Visa ala Presiden Jokowi manjur menarik dana investor asing ke Indonesia?,Neutral
,
Advokat LBH Yogyakarta yang tangani kasus dugaan kekerasan seksual di UII ditetapkan sebagai tersangka 'pencemaran nama baik',Negative
,
"‘Tiga hari minum air hujan’ – Banjir bandang melanda Halmahera Tengah, murni akibat cuaca atau aktivitas pertambangan nikel?",Negative
,
"Ditangkap saat lelap, tiga anggota masyarakat adat Sihaporas jadi tersangka kasus dugaan pengeroyokan pekerja PT TPL",Negative
,
Kompleks SD di Makassar disegel dan seribu murid ‘dirumahkan’ – Mengapa perlindungan hak pendidikan anak 'lemah'?,Negative
,
Ramai-ramai borong panen sayur karena harga anjlok – ‘Mendingan dibuang daripada capek’,Negative
,
TNI minta larangan tentara berbisnis dicabut - Mengapa anggota TNI aktif tidak boleh berbisnis?,Neutral
,
Pemerintah berencana mewajibkan asuransi kendaraan pihak ketiga alias TPL – Seberapa realistis program ini?,Neutral
,
"Puncak Jaya ricuh usai kematian tiga warga asli Papua yang dituding anggota OPM, warga dan pegiat HAM menuntut investigasi",Negative
,
Pasangan lansia di Bogor meninggal berhari-hari di dalam rumah - Menempatkan lansia di panti jompo jadi perdebatan,Negative
,
Katrol nilai rapor dan ragam modus kecurangan PPDB yang membuat sejumlah calon murid bisa masuk sekolah negeri,Negative
,
Kasus 107 guru honorer di Jakarta dipecat karena dianggap 'tak sesuai aturan',Negative
,
Pemuda skizofrenia divonis 16 tahun penjara atas pembunuhan di Jakarta Barat - Apakah ODGJ dapat dipidana?,Negative
,
"Orang tua lebih memilih sekolah dasar swasta, pengamat anggap ‘peringatan’ untuk sekolah negeri",Neutral
,
"Harga tiket pesawat domestik disebut mahal, pengamat beberkan lima penyebab utama di baliknya",Negative
,
"Polemik pertemuan lima Nahdliyin dengan presiden Israel - 'Ibaratnya sedang tinggi tingkat permusuhan, malah pamer kalau ketemu dengan musuh'",Negative
,
"Investigasi visual: China diduga bantu Kamboja bangun pangkalan militer, mengapa Indonesia harus waspada?",Neutral
,
"Makin banyak kaum muda Indonesia kena serangan jantung, apa saja penyebabnya?",Negative
,
"Kasus dugaan pemerkosaan di Pati, Jawa Tengah – Mengapa kasus ayah perkosa anak kandung terus berulang?",Negative
,
Dosen Unpar Syarif Maulana diberhentikan atas laporan kasus kekerasan seksual - Apa reaksi mahasiswa Unpar dan aktivis perempuan?,Negative
,
Hak jawab Syarif Maulana atas pemberitaan BBC News Indonesia,Neutral
,
"Wacana pembatasan BBM bersubsidi, bagaimana mekanismenya?",Neutral
,
Kisah anak mencari ayahnya yang jadi korban longsor area tambang emas ilegal di Gorontalo - Mengapa aktivitas ini ‘dibiarkan’ terus beroperasi?,Negative
,
"Wantimpres bakal kembali menjadi DPA jelang pelantikan Prabowo, jumlah anggota tidak terbatas",Neutral
,
Polda Sumut tetapkan satu tersangka baru 'pembakaran' rumah wartawan di Karo,Negative
,
Syahrul Yasin Limpo divonis 10 tahun penjara dalam kasus pemerasan di Kementan,Negative
,
"Warisan utang pemerintahan Jokowi untuk pemerintahan Prabowo, ekonom peringatkan 'Kita sudah gali lubang tutup lubang'",Negative
,
Dekan FK Unair kembali menjabat setelah diberhentikan dan alasan tersembunyi di baliknya - Seberapa mendesak Indonesia membutuhkan dokter asing?,Neutral
,
"Boeing mengaku bersalah atas tuduhan penipuan, keluarga korban kecelakaan Lion Air ingin ‘semua yang terlibat dipidana’",Negative
,
"Pegi Setiawan bebas, hakim menyatakan penetapan tersangka dalam kasus Vina 'tidak sah dan batal demi hukum' - Polisi diperintahkan pulihkan nama baik Pegi",Neutral
